journal,total_articles,open_data_articles,open_code_articles,pdf_covered,pdf_covered_od,xml_only,xml_only_od,open_data_pct,open_code_pct,corrected_od,ci_lo,ci_hi,corrected_pct,ci_lo_pct,ci_hi_pct
Philosophical Transactions of the Royal Society B Biological Sciences,240,9.0,11.0,0.0,0.0,240.0,9.0,3.8,4.6,38.03618394835419,37.78805638930575,38.28563230817593,15.8,15.745023,15.952347
ACR Open Rheumatology,186,7.0,4.0,87.0,4.0,99.0,3.0,3.8,2.2,8.551724137931036,7.0,15.120865848217994,4.6,3.763441,8.129498
Journal of the European Academy of Dermatology and Venereology,104,4.0,0.0,72.0,3.0,32.0,1.0,3.8,0.0,8.071491193113893,8.0384075185741,8.104750974423457,7.8,7.729238,7.79303
Reproductive Health,266,10.0,1.0,266.0,10.0,0.0,0.0,3.8,0.4,10.0,,,3.8,,
Journal of Clinical Hypertension,238,9.0,5.0,78.0,4.0,160.0,5.0,3.8,2.1,12.205128205128204,9.0,23.93097064648435,5.1,3.781513,10.05503
Clinical Kidney Journal,452,17.0,9.0,283.0,16.0,169.0,1.0,3.8,2.0,25.554770318021202,21.931310343335436,31.1856768719081,5.7,4.85206,6.899486
European Heart Journal - Digital Health,105,4.0,7.0,64.0,3.0,41.0,1.0,3.8,6.7,4.921875,4.0,8.288942923302436,4.7,3.809524,7.894231
Public Health Nutrition,298,11.0,8.0,191.0,11.0,107.0,0.0,3.7,2.7,16.846994535519126,14.204561606058313,21.44898878100752,5.7,4.766631,7.197647
ACS Central Science,303,11.0,8.0,31.0,2.0,272.0,9.0,3.6,2.6,45.10767514146808,44.826463907879855,45.39038328259938,14.9,14.794213,14.980325
Movement Disorders Clinical Practice,112,4.0,5.0,55.0,4.0,57.0,0.0,3.6,4.5,13.03359368773412,12.974663392460116,13.092837673191783,11.6,11.584521,11.690034
Brain Sciences,1307,47.0,16.0,765.0,40.0,542.0,7.0,3.6,1.2,68.37696335078533,60.9656272390743,78.21604148009902,5.2,4.664547,5.984395
Frontiers in Neurorobotics,166,6.0,4.0,105.0,6.0,61.0,0.0,3.6,2.4,9.485714285714286,7.613405709613908,13.264979025634378,5.7,4.586389,7.990951
Food Science & Nutrition,1070,39.0,11.0,541.0,27.0,529.0,12.0,3.6,1.0,53.4011090573013,45.26271226862255,64.89710812688321,5.0,4.23016,6.06515
Cardio-Oncology,111,4.0,3.0,111.0,4.0,0.0,0.0,3.6,2.7,4.0,,,3.6,,
Frontiers in Ophthalmology,110,4.0,4.0,66.0,3.0,44.0,1.0,3.6,3.6,5.0,4.0,8.514747046692719,4.5,3.636364,7.740679
Journal of Advanced Veterinary and Animal Research,140,5.0,1.0,0.0,0.0,140.0,5.0,3.6,0.7,22.187773969873277,22.04303289376169,22.333285513102624,15.8,15.745023,15.952347
Studies in health technology and informatics,1144,41.0,39.0,1143.0,41.0,1.0,0.0,3.6,3.4,41.15848409978481,41.15745023495544,41.159523467950734,3.6,3.597679,3.59786
Preventing Chronic Disease,110,4.0,4.0,0.0,0.0,110.0,4.0,3.6,3.6,17.433250976329003,17.31952584509847,17.547581474580632,15.8,15.745023,15.952347
Life,1867,67.0,13.0,1079.0,50.0,788.0,17.0,3.6,0.7,86.58310120705664,77.88763344040649,97.81927939492479,4.6,4.171807,5.239383
Journal of Neurology,414,15.0,15.0,414.0,15.0,0.0,0.0,3.6,3.6,15.0,,,3.6,,
BMC Palliative Care,389,14.0,7.0,389.0,14.0,0.0,0.0,3.6,1.8,14.0,,,3.6,,
Obesity Science & Practice,113,4.0,2.0,51.0,2.0,62.0,2.0,3.5,1.8,4.431372549019608,4.0,10.194260371484466,3.9,3.539823,9.021469
BMC Medical Imaging,511,18.0,37.0,511.0,18.0,0.0,0.0,3.5,7.2,18.0,,,3.5,,
Organic Letters,285,10.0,0.0,24.0,10.0,261.0,0.0,3.5,0.0,51.36435004383518,51.09451132337001,51.63562513514132,18.0,17.927899,18.117763
BMC Medical Education,2148,75.0,20.0,2148.0,75.0,0.0,0.0,3.5,0.9,75.0,,,3.5,,
Methods and Protocols,145,5.0,1.0,86.0,4.0,59.0,1.0,3.4,0.7,6.7441860465116275,5.0757867172045845,10.700726612923106,4.7,3.500543,7.379811
Journal of Synchrotron Radiation,233,8.0,22.0,0.0,0.0,233.0,8.0,3.4,9.4,36.926795249860525,36.685904744617666,37.168968032520795,15.8,15.745023,15.952347
Molecular and Clinical Oncology,117,4.0,4.0,81.0,4.0,36.0,0.0,3.4,3.4,5.945945945945946,4.763872075368643,8.712603228325012,5.1,4.071686,7.446669
Medical Physics,206,7.0,20.0,89.0,6.0,117.0,1.0,3.4,9.7,14.666666666666666,9.414183472871049,26.53859791630214,7.1,4.569992,12.882815
British Journal of Haematology,145,5.0,2.0,79.0,4.0,66.0,1.0,3.4,1.4,14.459950585797403,14.391715507059082,14.52854888474838,10.0,9.925321,10.019689
Clinics,276,9.0,4.0,0.0,0.0,276.0,9.0,3.3,1.4,43.741611540607316,43.45626484770162,44.02847715440232,15.8,15.745023,15.952347
Journal of Orthopaedic Surgery and Research,1199,39.0,15.0,1199.0,39.0,0.0,0.0,3.3,1.3,39.0,,,3.3,,
Nutrients,4728,155.0,35.0,2752.0,127.0,1976.0,28.0,3.3,0.7,218.22210105416212,203.938064014548,235.00723432855818,4.6,4.313411,4.970542
Preventive Medicine Reports,457,15.0,8.0,0.0,0.0,457.0,15.0,3.3,1.8,72.42723360165778,71.95475737463637,72.902224853485,15.8,15.745023,15.952347
Thoracic Cancer,368,12.0,5.0,191.0,11.0,177.0,1.0,3.3,1.4,21.19371727748691,16.745214472484374,28.730076225190043,5.8,4.55033,7.807086
Infectious Disease Reports,120,4.0,0.0,74.0,4.0,46.0,0.0,3.3,0.0,6.486486486486487,4.976058762971044,10.021659680637514,5.4,4.146716,8.351383
Journal of Rehabilitation Medicine,156,5.0,3.0,154.0,5.0,2.0,0.0,3.2,1.9,5.065359477124183,5.02807565492195,5.148428537843235,3.2,3.223125,3.300275
EJNMMI Physics,157,5.0,6.0,157.0,5.0,0.0,0.0,3.2,3.8,5.0,,,3.2,,
JMIR Research Protocols,757,24.0,15.0,107.0,16.0,650.0,8.0,3.2,2.0,113.19626168224298,77.22187957295105,164.9613007492384,15.0,10.201041,21.791453
Quality of Life Research,188,6.0,15.0,188.0,6.0,0.0,0.0,3.2,8.0,6.0,,,3.2,,
Advanced Healthcare Materials,279,9.0,6.0,123.0,5.0,156.0,4.0,3.2,2.2,13.478260869565217,9.0,23.873958061823412,4.8,3.225806,8.556974
The Journal of Physical Chemistry Letters,463,15.0,9.0,74.0,9.0,389.0,6.0,3.2,1.9,69.36206896551724,41.61530595115828,113.77412769868259,15.0,8.988187,24.573246
International Journal of Colorectal Disease,247,8.0,6.0,247.0,8.0,0.0,0.0,3.2,2.4,8.0,,,3.2,,
BDJ Open,131,4.0,1.0,131.0,4.0,0.0,0.0,3.1,0.8,4.0,,,3.1,,
Light Science & Applications,490,15.0,8.0,490.0,15.0,0.0,0.0,3.1,1.6,15.0,,,3.1,,
International Journal of Nursing Studies Advances,131,4.0,3.0,0.0,0.0,131.0,4.0,3.1,2.3,20.761417071809994,20.625980779162724,20.897574301546026,15.8,15.745023,15.952347
Ophthalmology Science,287,9.0,15.0,82.0,3.0,205.0,6.0,3.1,5.2,10.5,9.0,23.936451033705698,3.7,3.135889,8.340227
Advanced Materials,447,14.0,10.0,219.0,8.0,228.0,6.0,3.1,2.2,24.682926829268293,15.743863709365552,42.33229516931331,5.5,3.522117,9.470312
JMIR Serious Games,130,4.0,5.0,10.0,1.0,120.0,3.0,3.1,3.8,20.018091974177096,19.894028194652876,20.142816154087964,15.4,15.303099,15.494474
NeuroImage Clinical,228,7.0,31.0,0.0,0.0,228.0,7.0,3.1,13.6,36.13437475093648,35.89865356984046,36.37135069276713,15.8,15.745023,15.952347
Annals of Medicine,675,21.0,13.0,205.0,16.0,470.0,5.0,3.1,1.9,52.68292682926829,38.84666467779381,73.81519579444927,7.8,5.755061,10.935585
Cancers,4121,126.0,51.0,2557.0,111.0,1564.0,15.0,3.1,1.2,178.30829420970264,167.03854640443151,191.7231432251143,4.3,4.05335,4.652345
EJNMMI Research,193,6.0,9.0,193.0,6.0,0.0,0.0,3.1,4.7,6.0,,,3.1,,
Alzheimer s & Dementia Diagnosis Assessment & Disease Monitoring,223,7.0,13.0,109.0,4.0,114.0,3.0,3.1,5.8,8.18348623853211,7.0,14.325955032968256,3.7,3.139013,6.424195
ACS Omega,5973,184.0,68.0,744.0,48.0,5229.0,136.0,3.1,1.1,385.35483870967744,304.24137918266115,489.8633082270792,6.5,5.093611,8.201294
Annals of Clinical and Translational Neurology,354,11.0,14.0,178.0,10.0,176.0,1.0,3.1,4.0,20.0,15.482683126575335,27.849635980905916,5.6,4.373639,7.867129
Medicine,4702,141.0,74.0,75.0,3.0,4627.0,138.0,3.0,1.6,188.08,141.0,517.2063121900854,4.0,2.998724,10.999709
Ophthalmology and Therapy,237,7.0,6.0,237.0,7.0,0.0,0.0,3.0,2.5,7.0,,,3.0,,
Scandinavian Journal of Primary Health Care,100,3.0,2.0,44.0,2.0,56.0,1.0,3.0,2.0,10.87510958794931,10.817213157504675,10.93331420524105,10.9,10.817213,10.933314
European Thyroid Journal,100,3.0,3.0,0.0,0.0,100.0,3.0,3.0,3.0,15.848409978480912,15.745023495544064,15.952346795073302,15.8,15.745023,15.952347
British Journal of Clinical Pharmacology,101,3.0,5.0,37.0,3.0,64.0,0.0,3.0,5.0,13.142982386227784,13.0768150371482,13.209501948846913,13.0,12.947342,13.078715
Israel Journal of Health Policy Research,100,3.0,0.0,100.0,3.0,0.0,0.0,3.0,0.0,3.0,,,3.0,,
Annals of Intensive Care,174,5.0,9.0,174.0,5.0,0.0,0.0,2.9,5.2,5.0,,,2.9,,
Small Science,276,8.0,6.0,117.0,8.0,159.0,0.0,2.9,2.2,18.871794871794872,13.573155205574949,28.53386754155849,6.8,4.91781,10.338358
ALPHA PSYCHIATRY,102,3.0,1.0,34.0,2.0,68.0,1.0,2.9,1.0,12.77691878536702,12.706615976969964,12.847595820649845,12.5,12.457467,12.595682
BMJ Open Diabetes Research & Care,139,4.0,1.0,0.0,0.0,139.0,4.0,2.9,0.7,22.02928987008847,21.88558265880625,22.17376204515189,15.8,15.745023,15.952347
Biomedicines,3002,86.0,30.0,1767.0,66.0,1235.0,20.0,2.9,1.0,112.1813031161473,102.43233801329391,124.41186736948316,3.7,3.412137,4.144299
Pain and Therapy,102,3.0,1.0,102.0,3.0,0.0,0.0,2.9,1.0,3.0,,,2.9,,
Blood,104,3.0,3.0,6.0,1.0,98.0,2.0,2.9,2.9,16.531441778911294,16.430123025633183,16.633299859171835,15.9,15.798195,15.993558
European Geriatric Medicine,102,3.0,3.0,102.0,3.0,0.0,0.0,2.9,2.9,3.0,,,2.9,,
Journal of Alzheimer s Disease Reports,174,5.0,2.0,1.0,0.0,173.0,5.0,2.9,1.1,27.417749262771977,27.23889064729123,27.597559955476815,15.8,15.654535,15.860667
JMIR Medical Informatics,272,8.0,26.0,38.0,6.0,234.0,2.0,2.9,9.6,43.08527934964533,42.84335497957311,43.32849150047153,15.8,15.751233,15.929592
Clinical and Translational Gastroenterology,140,4.0,4.0,1.0,0.0,139.0,4.0,2.9,2.9,22.02928987008847,21.88558265880625,22.17376204515189,15.7,15.632559,15.838401
Medical Education Online,139,4.0,2.0,60.0,4.0,79.0,0.0,2.9,1.4,9.266666666666666,6.072033657312637,16.5812081160765,6.7,4.36837,11.928927
Journal of Multidisciplinary Healthcare,651,19.0,7.0,256.0,15.0,395.0,4.0,2.9,1.1,38.14453125,29.151383476483467,52.293158121166805,5.9,4.477939,8.032743
European Journal of Trauma and Emergency Surgery,204,6.0,0.0,204.0,6.0,0.0,0.0,2.9,0.0,6.0,,,2.9,,
Journal of Clinical and Translational Hepatology,102,3.0,1.0,0.0,0.0,102.0,3.0,2.9,1.0,16.16537817805053,16.059923965454946,16.27139373097477,15.8,15.745023,15.952347
International Journal of Medical Sciences,411,12.0,13.0,0.0,0.0,411.0,12.0,2.9,3.2,65.13696501155655,64.7120465666861,65.56414532775128,15.8,15.745023,15.952347
MethodsX,758,22.0,52.0,1.0,0.0,757.0,22.0,2.9,6.9,119.97246353710051,119.18982786126857,120.7592652387049,15.8,15.724252,15.931301
Age and Ageing,181,5.0,4.0,88.0,5.0,93.0,0.0,2.8,2.2,10.28409090909091,7.279491987553158,16.73669239947843,5.7,4.021819,9.246791
Experimental Physiology,177,5.0,6.0,81.0,5.0,96.0,0.0,2.8,3.4,11.233766233766232,7.693056012422755,18.743946718844317,6.3,4.346359,10.5898
BMC Ophthalmology,799,22.0,2.0,799.0,22.0,0.0,0.0,2.8,0.3,22.0,,,2.8,,
Clinical Cardiology,176,5.0,1.0,85.0,3.0,91.0,2.0,2.8,0.6,6.211764705882353,5.0,11.981892037965434,3.5,2.840909,6.807893
Intensive Care Medicine Experimental,141,4.0,4.0,141.0,4.0,0.0,0.0,2.8,2.8,4.0,,,2.8,,
Foods,5262,148.0,24.0,3084.0,104.0,2178.0,44.0,2.8,0.5,177.51898734177215,164.84537822886844,192.72178424715625,3.4,3.132751,3.66252
Clinical Pharmacology & Therapeutics,107,3.0,7.0,42.0,2.0,65.0,1.0,2.8,6.5,12.301466486012593,12.234265272103642,12.369025416797646,11.5,11.433893,11.559837
Obesity Surgery,211,6.0,2.0,211.0,6.0,0.0,0.0,2.8,0.9,6.0,,,2.8,,
Drug Delivery and Translational Research,108,3.0,0.0,108.0,3.0,0.0,0.0,2.8,0.0,3.0,,,2.8,,
Archiv für Pathologische Anatomie und Physiologie und für Klinische Medicin,109,3.0,2.0,109.0,3.0,0.0,0.0,2.8,1.8,3.0,,,2.8,,
Technology in Cancer Research & Treatment,218,6.0,7.0,53.0,4.0,165.0,2.0,2.8,3.2,16.452830188679243,8.906947143818797,33.46689173474901,7.5,4.085756,15.351785
Pharmacy,213,6.0,0.0,120.0,6.0,93.0,0.0,2.8,0.0,10.65,8.149606585316103,15.7467901020652,5.0,3.826106,7.392859
